Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772587451,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587452,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587453,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587454,9,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587455,12,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587456,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587457,18,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587458,21,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587459,24,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587460,27,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587461,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587462,30,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,0,10059.053115546703,10062.542564235628,10059.053115546703,10065.758015960455,264.0
1772587463,30,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,6,0,10036.072420887649,10050.529040396214,10036.072420887649,10065.758015960455,264.0
1772587464,30,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,9,0,10036.072420887649,10047.115070641868,10036.072420887649,10065.758015960455,264.0
1772587465,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587466,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587467,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587468,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587469,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587470,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587471,30,,Aggregated,0.300000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10,0,10032.967382110655,10045.700301788747,10032.967382110655,10065.758015960455,264.0
1772587472,30,,Aggregated,1.000000,0.000000,10000,10000,10000,16000,17000,17000,17000,17000,17000,17000,17000,13,0,10032.967382110655,11588.316921073083,10032.967382110655,17062.217701226473,264.0
1772587473,30,,Aggregated,1.000000,0.000000,10000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,16,0,10032.967382110655,12548.553259752225,10032.967382110655,17062.217701226473,264.0
