Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772587737,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587738,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587739,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587740,9,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587741,12,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587742,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587743,18,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587744,21,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587745,24,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587746,27,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587747,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587748,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587749,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587750,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587751,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587752,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587754,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772587755,30,,Aggregated,0.000000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,16277.378499507904,16279.280652912954,16277.378499507904,16282.83528238535,264.0
1772587756,30,,Aggregated,0.000000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,6,0,16155.346664600074,16221.096800485006,16155.346664600074,16282.83528238535,264.0
1772587757,30,,Aggregated,0.000000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,9,0,16155.346664600074,16203.557474228242,16155.346664600074,16282.83528238535,264.0
1772587758,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587759,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587760,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587761,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587762,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587763,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587764,30,,Aggregated,0.300000,0.000000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,10,0,16137.410322204232,16196.942759025842,16137.410322204232,16282.83528238535,264.0
1772587765,30,,Aggregated,1.000000,0.000000,16000,16000,16000,22000,23000,23000,23000,23000,23000,23000,23000,13,0,16137.410322204232,17756.00596746573,16137.410322204232,23285.390628501773,264.0
1772587766,30,,Aggregated,1.000000,0.000000,16000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,16,0,16137.410322204232,18706.91647840431,16137.410322204232,23285.390628501773,264.0
1772587767,30,,Aggregated,1.000000,0.000000,16000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,19,0,16137.410322204232,19358.5542505607,16137.410322204232,23285.390628501773,264.0
1772587768,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587769,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587770,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587771,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587772,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587773,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587774,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,20,0,16137.410322204232,19547.572501236573,16137.410322204232,23285.390628501773,264.0
1772587775,30,,Aggregated,1.000000,0.000000,22000,23000,23000,23000,29000,29000,30000,30000,30000,30000,30000,23,0,22000.0,20860.93081375989,16137.410322204232,30279.501224868,264.0
1772587776,30,,Aggregated,1.000000,0.000000,23000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,26,0,22000.0,21856.998283738412,16137.410322204232,30279.501224868,264.0
1772587777,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,29,0,23000.0,22647.383135293836,16137.410322204232,30279.501224868,264.0
1772587778,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587779,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587780,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587781,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587782,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587783,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587784,30,,Aggregated,1.000000,0.000000,23000,23000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30,0,23000.0,22896.876535813015,16137.410322204232,30279.501224868,264.0
1772587785,30,,Aggregated,1.000000,0.000000,23000,27000,29000,29000,30000,30000,30000,30000,30000,30000,30000,33,0,23000.0,23349.987506527792,16137.410322204232,30279.501224868,264.0
1772587786,30,,Aggregated,1.000000,0.000000,23000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,36,0,23000.0,23722.046559107388,16137.410322204232,30279.501224868,264.0
1772587787,30,,Aggregated,1.000000,0.000000,23000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,39,0,23000.0,24074.599861071853,16137.410322204232,30279.501224868,264.0
1772587788,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587789,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587790,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587791,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587792,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587793,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587794,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,40,0,23000.0,24155.330110993236,16137.410322204232,30279.501224868,264.0
1772587795,30,,Aggregated,1.000000,0.000000,27000,28000,29000,29000,29000,30000,30000,30000,30000,30000,30000,43,0,27000.0,24416.00366798771,16137.410322204232,30279.501224868,264.0
1772587796,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,46,0,27000.0,24654.540916661852,16137.410322204232,30279.501224868,264.0
1772587797,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,49,0,28000.0,24856.008521281183,16137.410322204232,30279.501224868,264.0
1772587798,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587799,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587800,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587801,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587802,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587803,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587804,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,50,0,28000.0,24919.062520116568,16137.410322204232,30279.501224868,264.0
1772587805,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,53,0,28000.0,25086.601034281248,16137.410322204232,30279.501224868,264.0
1772587806,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,56,0,28000.0,25232.555059732735,16137.410322204232,30279.501224868,264.0
1772587807,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,59,0,28000.0,25370.814792022615,16137.410322204232,30279.501224868,264.0
1772587808,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587809,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587810,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587811,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587812,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587813,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587814,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,60,0,28000.0,25423.207710978266,16137.410322204232,30279.501224868,264.0
1772587815,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,63,0,28000.0,25550.460450942555,16137.410322204232,30279.501224868,264.0
1772587816,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,66,0,28000.0,25641.460095377017,16137.410322204232,30279.501224868,264.0
1772587817,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,69,0,28000.0,25742.619426732046,16137.410322204232,30279.501224868,264.0
1772587818,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587819,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587820,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587821,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587822,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587823,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587824,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,70,0,28000.0,25783.380697108805,16137.410322204232,30279.501224868,264.0
1772587825,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,73,0,28000.0,25890.131147910062,16137.410322204232,30279.501224868,264.0
1772587826,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,76,0,28000.0,25987.654070186087,16137.410322204232,30279.501224868,264.0
1772587827,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,79,0,28000.0,26063.61488617155,16137.410322204232,30279.501224868,264.0
1772587828,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,80,0,28000.0,26090.288473432884,16137.410322204232,30279.501224868,264.0
1772587829,30,,Aggregated,1.000000,0.000000,28000,28000,28000,29000,29000,30000,30000,30000,30000,30000,30000,80,0,28000.0,26090.288473432884,16137.410322204232,30279.501224868,264.0
